task_size,current_edge_queue_time,current_leo_latency,chosen_node,total_experienced_latency
35.47930753727298,5.5,74.98965708165093,edge,5.146480969828474
18.542744355450438,2.75,83.88377813580189,edge,3.6542106575193998
17.911117259101722,5.5,87.9732689082677,edge,3.9441045643377493
34.461753066638224,2.75,96.95410599885435,edge,4.150325527414509
14.616563044509514,2.75,104.90239408210313,edge,2.7855024339510805
40.821114205705115,0.0,116.77847592092303,edge,4.092111420570518
28.19534044618474,2.75,117.7673084970171,edge,6.56076814315395
41.82905590414989,5.5,124.79385681054241,edge,8.238108967339542
15.108829969877972,5.5,134.49629615093124,edge,6.230604952655824
16.017914483525757,8.25,135.35116364799592,edge,7.517741168372311
8.27727031330561,8.25,146.1020138893902,edge,4.2962551158286715
13.74958565328692,5.5,154.6591995726925,edge,2.281917538944242
15.979299781029749,0.0,161.7754364778605,edge,1.607929978102959
38.79340144783128,2.75,165.22289003480225,edge,3.970635668471971
24.131578727423037,2.75,169.19328856417332,edge,4.564031651523692
28.308098769968336,5.5,171.03384378869592,edge,6.5200619031527935
43.17513563082469,8.25,171.96179902105615,edge,10.388056498439255
35.04099796638589,5.5,179.48249535366975,edge,9.98790648991104
47.751782379942014,5.5,185.00788312970406,edge,11.476727772496986
37.36732825741852,5.5,189.80201039446771,edge,11.875503629953528
29.65423777748728,5.5,194.38008299868278,edge,10.849219898538024
17.857766788841865,11.0,199.98708747542713,leo,0.5571424232522872
26.3603496570374,8.25,197.46202979759028,edge,9.754288537762989
23.3419716349964,11.0,199.27200414322954,leo,0.6661114368431527
33.69476465492703,8.25,198.73859534987653,edge,10.882045790726693
33.20367966418016,8.25,199.77090635283292,edge,11.138514318660782
29.30685001333054,8.25,199.836337899674,edge,9.877620553143402
36.22774155345735,8.25,199.7530258707618,edge,13.061637820652209
14.307547528148461,8.25,197.95491694441694,edge,10.052383319015917
31.28357363919013,8.25,194.66661531474227,edge,8.966225247914394
39.45175592531313,8.25,190.08325687831808,edge,8.841204743533922
20.82914612023211,8.25,188.03482950366623,edge,9.406431104805165
47.904365231154785,5.5,181.69663914768896,edge,10.136523776213323
33.00156324383291,11.0,156.4243557326175,leo,0.816455620609247
29.57595393802276,5.5,174.82000674992776,edge,9.351572163081414
30.397639236114834,11.0,155.11850478530528,leo,0.7630712895075931
14.873973557964627,5.5,170.43382026953228,edge,8.677353435906412
20.12582946642721,8.25,167.0348972077232,edge,9.102861922708996
12.427012904157897,8.25,160.90130165076954,edge,7.632613205711834
11.106476925375391,8.25,153.43074203535815,edge,5.638315563796425
22.059673888466282,8.25,149.28594047194628,edge,6.193429052177123
39.25533685523122,8.25,142.86300799609427,edge,7.63842532305631
42.43659283198727,2.75,132.77078527557234,edge,8.126055135590661
5.872247917250481,5.5,127.96363365967906,edge,6.967561229030764
20.748215467408276,5.5,115.35925749088192,edge,4.542659290243989
34.32895948597502,2.75,104.498059218343,edge,4.131856090008796
13.97123070631398,0.0,92.31442974929857,edge,1.4071230706313713
10.679943869339281,2.75,91.23063231774425,edge,2.0836880500944517
14.808404340792663,0.0,82.51323536710765,edge,1.4908404340792458
12.550511451551102,0.0,72.50046685447256,edge,1.2650511451550983
10.153979212050395,0.0,63.15903258376468,edge,1.0253979212050126
9.864443734592296,0.0,53.02942048940372,edge,0.9964443734592123
35.480627908268396,2.75,51.96978403019567,edge,4.05733281764924
37.17566172722608,2.75,46.3702426435049,edge,5.084935665822002
33.225907802047004,5.5,44.95792960225575,edge,7.693157796466892
43.263195758995835,5.5,43.48473819538357,edge,11.25598884139572
42.29182899511062,11.0,23.36420449205038,leo,0.869200784394252
49.27299581816021,8.25,40.05195052848808,edge,14.320123228009834
24.2770105955635,8.25,35.757653602972056,edge,14.206212991640825
20.355402868757743,8.25,31.275044885696666,edge,13.223870909485413
9.749249178979937,8.25,26.46392790182508,edge,10.231803073113213
38.020788680602635,8.25,21.554239865470446,edge,7.820665187846089
41.36896484630402,8.25,20.579443630550593,edge,9.64731448331429
24.600852185175242,5.5,20.01954921835178,edge,9.15690719018221
43.29287763406066,11.0,22.745099607525916,leo,0.8886026522887391
40.902456057264345,11.0,23.0490473253111,leo,0.8410981684705803
43.327092200869934,8.25,20.119678544464158,edge,11.184429796121492
26.98600310819543,11.0,29.443857675999915,leo,0.5691639198399798
44.67340328012474,8.25,20.513445272852984,edge,13.891781429966954
32.46492669037343,8.25,21.754700817798543,edge,14.244148699194625
36.55326876494907,8.25,26.79702729986873,edge,11.74514373299678
47.662815999966405,8.25,28.54225350523592,edge,14.980971989677414
28.891486901559553,11.0,54.07846749776974,leo,0.63190820552893
34.06563048834285,8.25,34.44453185770952,edge,14.083662221709574
9.187400774960224,8.25,40.94902120726326,edge,11.123603694808708
18.77927135585398,8.25,47.854184674264786,edge,9.426169364508496
19.885608373816858,5.5,62.725246163076214,edge,4.757142425470761
16.313165429042368,5.5,68.4094506433511,edge,4.075709687446306
10.379963356477377,8.25,69.45492548636547,edge,4.698155447023169
13.331742909694789,2.75,79.27724136081886,edge,2.2447609095403322
37.60632504918732,0.0,87.24486776991989,edge,3.7706325049186944
